policy_id,customer_id,policy_effective_date,policy_expiration_date,policy_form,policy_status,annual_premium,deductible,wind_hail_deductible,hurricane_deductible,coverage_a_dwelling_flag,coverage_a_limit,coverage_b_other_structures_flag,coverage_b_limit,coverage_c_personal_property_flag,coverage_c_limit,coverage_d_loss_of_use_flag,coverage_d_limit,coverage_e_liability_flag,coverage_e_limit,coverage_f_medical_payments_flag,coverage_f_limit,first_line_of_address,county,state,zip_code,latitude,longitude,occupancy_type,property_value,property_age,roof_age,roof_material,construction_type,square_footage
POL00895,CUS00895,2007-10-14,2022-12-07,HO3,Active,5870,7500,7500,24200,1,807000,1,69000,1,457000,1,128000,1,300000,1,1000,410 N Orange Ave,Orange,FL,32801,28.538032,-81.373544,Secondary Residence,1082000,74,21,Asphalt Shingle,Masonry,3921
POL00896,CUS00896,2017-08-29,2023-09-24,HO3,Active,6910,5000,5000,67800,1,1356000,1,134000,1,699000,1,318000,1,100000,1,5000,110 Zora Pl,Orange,FL,32810,28.615406,-81.425066,Owner Occupied,1391000,72,22,Asphalt Shingle,Masonry,3871
POL00897,CUS00897,2014-05-14,2024-12-05,HO3,Active,7260,10000,10000,27100,1,1354000,1,148000,1,745000,1,346000,1,500000,1,1000,310 N Orange Ave,Orange,FL,32801,28.543216,-81.372806,Owner Occupied,1348000,26,14,Asphalt Shingle,Masonry Veneer,3325
POL00898,CUS00898,2022-12-15,2026-05-13,HO3,Active,5870,10000,7500,15400,1,309000,1,32000,1,214000,1,70000,1,300000,1,1000,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,Owner Occupied,353000,32,22,Asphalt Shingle,Concrete Block,3249
POL00899,CUS00899,2012-02-04,2025-01-27,HO3,Active,9290,2500,5000,19200,1,640000,1,77000,1,318000,1,126000,1,500000,1,5000,2901 NE 1st Ave,Miami-Dade,FL,33137,25.802168,-80.187402,Owner Occupied,849000,10,10,Flat/TPO,Concrete Block,2279
POL00900,CUS00900,2012-08-07,2023-12-06,DP3,Active,6990,2000,5000,16000,1,533000,1,64000,1,246000,1,118000,0,0,0,0,6301 S Westshore Blvd,Hillsborough,FL,33616,27.867894,-82.52435,Tenant Occupied,575000,57,10,Flat/TPO,Reinforced Concrete,1257
POL00901,CUS00901,2023-08-10,2025-10-01,DP3,Active,8580,10000,2500,14800,1,295000,1,31000,1,205000,1,77000,0,0,0,0,7511 Solstice Cir,Orange,FL,32821,28.411672,-81.46685,Secondary Residence,320000,51,12,Metal,Masonry,1934
POL00902,CUS00902,2021-06-20,2024-06-16,HO3,Active,2040,5000,5000,25400,1,847000,1,94000,1,518000,1,131000,1,300000,1,10000,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,Owner Occupied,976000,11,11,Asphalt Shingle,Concrete Block,4147
POL00903,CUS00903,2008-12-11,2023-10-29,HO3,Active,9050,10000,10000,7800,1,389000,1,45000,1,224000,1,63000,1,300000,1,1000,2828 NW 1st Ave,Miami-Dade,FL,33127,25.79715,-80.197564,Owner Occupied,395000,36,26,Tile,Frame,4237
POL00904,CUS00904,2015-09-16,2026-06-15,HO5,Active,2430,2500,10000,21500,1,1077000,1,99000,1,491000,1,191000,1,100000,1,2500,180 NE 29th St,Miami-Dade,FL,33137,25.808606,-80.19234,Owner Occupied,1251000,38,21,Metal,Frame,1990
POL00905,CUS00905,2017-03-08,2023-08-25,HO5,Active,9550,7500,5000,6200,1,312000,1,26000,1,154000,1,80000,1,500000,1,2500,901 W Chestnut St,Hillsborough,FL,33607,27.956886,-82.501454,Owner Occupied,426000,48,28,Tile,Frame,1877
POL00906,CUS00906,2021-12-04,2026-02-19,HO3,Active,9480,10000,10000,7500,1,374000,1,37000,1,210000,1,105000,1,100000,1,1000,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,Owner Occupied,371000,7,7,Asphalt Shingle,Masonry,2414
POL00907,CUS00907,2020-05-27,2025-05-07,HO3,Active,3110,2500,10000,9600,1,193000,1,28000,1,126000,1,51000,1,100000,1,2500,410 N Orange Ave,Orange,FL,32801,28.538032,-81.373544,Secondary Residence,224000,26,2,Metal,Masonry Veneer,3545
POL00908,CUS00908,2013-07-31,2026-03-31,HO3,Active,8180,2000,2500,31900,1,1063000,1,153000,1,485000,1,250000,1,500000,1,10000,218 NW 8th St,Miami-Dade,FL,33136,25.785132,-80.210772,Tenant Occupied,1346000,45,30,Asphalt Shingle,Masonry Veneer,3176
POL00909,CUS00909,2017-11-12,2023-07-09,HO3,Active,5220,2500,7500,23800,1,477000,1,40000,1,252000,1,117000,1,100000,1,2500,6301 S Westshore Blvd,Hillsborough,FL,33616,27.867894,-82.52435,Owner Occupied,503000,25,6,Flat/TPO,Masonry Veneer,2506
POL00910,CUS00910,2012-09-18,2026-07-17,HO3,Active,5060,7500,7500,20900,1,1046000,1,106000,1,590000,1,172000,1,100000,1,1000,6970 SW 40th St,Miami-Dade,FL,33155,25.7421,-80.313298,Owner Occupied,1357000,47,23,Flat/TPO,Concrete Block,3461
POL00911,CUS00911,2013-05-25,2022-12-05,HO3,Active,9560,1000,5000,20200,1,403000,1,56000,1,238000,1,101000,1,500000,1,5000,101 Lake Ave,Orange,FL,32801,28.539466,-81.369524,Owner Occupied,470000,71,26,Concrete Tile,Concrete Block,2615
POL00912,CUS00912,2015-04-01,2022-10-20,HO5,Active,8290,10000,5000,21100,1,702000,1,70000,1,389000,1,107000,1,300000,1,2500,410 N Orange Ave,Orange,FL,32801,28.538032,-81.373544,Owner Occupied,723000,9,9,Metal,Masonry Veneer,2494
POL00913,CUS00913,2019-05-29,2023-09-09,HO3,Active,3640,10000,10000,22300,1,1115000,1,122000,1,684000,1,169000,1,500000,1,10000,4000 Headwaters Way,Orange,FL,32837,28.386144,-81.418598,Owner Occupied,1183000,56,15,Asphalt Shingle,Masonry Veneer,2782
POL00914,CUS00914,2010-01-08,2023-07-27,HO3,Active,2810,2500,5000,8800,1,441000,1,61000,1,253000,1,97000,1,100000,1,1000,733 Main Ln,Orange,FL,32801,28.546738,-81.375962,Owner Occupied,445000,49,31,Metal,Masonry Veneer,2477
POL00915,CUS00915,2016-06-01,2022-07-30,HO3,Active,3820,7500,2500,17200,1,862000,1,89000,1,581000,1,257000,1,100000,1,5000,645 NW 1st St,Miami-Dade,FL,33128,25.768528,-80.198928,Owner Occupied,1013000,71,8,Tile,Reinforced Concrete,2960
POL00916,CUS00916,2009-12-12,2025-02-16,HO3,Active,7000,5000,5000,4200,1,211000,1,22000,1,110000,1,32000,1,300000,1,5000,4000 Headwaters Way,Orange,FL,32837,28.386144,-81.418598,Owner Occupied,292000,64,10,Concrete Tile,Masonry,2873
POL00917,CUS00917,2019-06-17,2023-11-27,HO5,Active,9770,2000,5000,20000,1,399000,1,41000,1,233000,1,106000,1,300000,1,10000,710 NE 1st Ave,Miami-Dade,FL,33132,25.783848,-80.189314,Owner Occupied,401000,32,17,Tile,Reinforced Concrete,2899
POL00918,CUS00918,2016-08-14,2022-09-28,HO5,Active,2290,10000,7500,15800,1,791000,1,118000,1,453000,1,191000,1,100000,1,5000,6301 S Westshore Blvd,Hillsborough,FL,33616,27.867894,-82.52435,Secondary Residence,999000,26,26,Flat/TPO,Reinforced Concrete,1112
POL00919,CUS00919,2020-07-19,2024-02-08,HO6,Active,9220,1000,1000,53600,1,1072000,1,143000,1,645000,1,170000,1,300000,1,1000,2751 NW 84th St,Miami-Dade,FL,33147,25.858766,-80.24016,Owner Occupied,1183000,47,31,Tile,Masonry Veneer,3262
POL00920,CUS00920,2010-08-26,2024-05-17,HO3,Active,8760,2500,2500,20000,1,999000,1,140000,1,551000,1,281000,1,500000,1,5000,1000 NW 7th St,Miami-Dade,FL,33136,25.78563,-80.201058,Owner Occupied,1080000,34,4,Tile,Reinforced Concrete,1339
POL00921,CUS00921,2018-04-23,2026-03-18,HO5,Active,7900,1000,1000,27900,1,558000,1,83000,1,280000,1,153000,1,100000,1,2500,110 Zora Pl,Orange,FL,32810,28.615406,-81.425066,Owner Occupied,573000,19,18,Concrete Tile,Masonry,2278
POL00922,CUS00922,2016-09-03,2023-01-26,HO6,Active,8890,5000,5000,19100,1,956000,1,85000,1,566000,1,144000,1,500000,1,1000,9200 Randal Park Blvd,Orange,FL,32832,28.412212,-81.243592,Tenant Occupied,1220000,58,30,Flat/TPO,Frame,1436
POL00923,CUS00923,2018-12-09,2024-08-22,HO3,Active,6130,1500,5000,51000,1,1021000,1,141000,1,654000,1,156000,1,500000,1,5000,2633 Azalea Garden Pl,Hillsborough,FL,33619,27.938868,-82.369974,Tenant Occupied,1108000,14,14,Tile,Reinforced Concrete,3253
POL00924,CUS00924,2016-10-25,2025-09-03,HO6,Active,7060,7500,7500,25100,1,836000,1,95000,1,502000,1,245000,1,500000,1,2500,5009 Park Central Dr,Orange,FL,32839,28.48606,-81.403886,Owner Occupied,1086000,55,22,Concrete Tile,Frame,3430
POL00925,CUS00925,2018-04-24,2024-12-18,HO3,Active,7450,7500,2500,20900,1,1045000,1,143000,1,709000,1,166000,1,300000,1,5000,3000 NE 2nd Ave,Miami-Dade,FL,33137,25.808936,-80.195094,Owner Occupied,1187000,59,27,Flat/TPO,Masonry Veneer,1552
POL00926,CUS00926,2007-11-11,2022-10-29,HO3,Active,2090,2000,5000,20000,1,665000,1,53000,1,450000,1,186000,1,300000,1,2500,9505 Axis Way,Orange,FL,32837,28.396944,-81.417614,Owner Occupied,919000,62,31,Tile,Concrete Block,1025
POL00927,CUS00927,2016-11-19,2024-04-25,HO5,Active,7250,1000,2500,6700,1,223000,0,0,1,132000,1,36000,1,100000,1,5000,6600 NW 7th St,Miami-Dade,FL,33126,25.778214,-80.295246,Owner Occupied,248000,38,4,Tile,Frame,2288
POL00928,CUS00928,2022-02-19,2023-10-11,HO6,Active,2010,2000,2500,40600,1,812000,1,87000,1,528000,1,173000,1,300000,1,5000,3131 NE 1st Ave,Miami-Dade,FL,33137,25.807112,-80.193906,Owner Occupied,793000,13,3,Flat/TPO,Reinforced Concrete,3369
POL00929,CUS00929,2014-12-13,2025-11-14,HO3,Active,5530,1000,5000,18100,1,907000,1,126000,1,432000,1,260000,1,100000,1,1000,1115 E Twiggs St,Hillsborough,FL,33602,27.951524,-82.459604,Owner Occupied,1072000,11,11,Flat/TPO,Masonry Veneer,1538
POL00930,CUS00930,2020-10-09,2025-06-01,HO6,Active,2240,2000,2500,9900,1,497000,1,47000,1,237000,1,135000,1,300000,1,5000,2751 NW 84th St,Miami-Dade,FL,33147,25.858766,-80.24016,Owner Occupied,531000,6,4,Flat/TPO,Frame,941
POL00931,CUS00931,2009-10-24,2023-04-05,HO5,Active,9240,7500,10000,23700,1,789000,1,100000,1,480000,1,210000,1,500000,1,10000,6970 SW 40th St,Miami-Dade,FL,33155,25.7421,-80.313298,Owner Occupied,793000,38,30,Asphalt Shingle,Frame,831
POL00932,CUS00932,2024-01-28,2025-11-25,HO3,Active,5390,5000,5000,15500,1,774000,1,101000,1,420000,1,140000,1,500000,1,5000,3131 NE 1st Ave,Miami-Dade,FL,33137,25.807112,-80.193906,Owner Occupied,790000,45,18,Tile,Reinforced Concrete,1963
POL00933,CUS00933,2016-08-27,2023-08-01,HO3,Active,4370,7500,5000,29400,1,981000,0,0,1,605000,1,277000,1,300000,1,10000,921 N Central Ave,Hillsborough,FL,33602,27.95189,-82.4639,Owner Occupied,1174000,22,7,Concrete Tile,Reinforced Concrete,1828
POL00934,CUS00934,2020-02-12,2024-03-06,HO5,Active,3800,2500,7500,38100,1,1270000,1,173000,1,881000,1,204000,1,500000,1,5000,5432 W Tyson Ave,Hillsborough,FL,33611,27.888268,-82.506778,Owner Occupied,1362000,38,19,Metal,Reinforced Concrete,2678
POL00935,CUS00935,2015-07-27,2023-06-28,HO5,Active,5740,1000,1000,11400,1,571000,0,0,1,290000,1,131000,1,500000,1,5000,310 N Orange Ave,Orange,FL,32801,28.543216,-81.372806,Owner Occupied,788000,37,14,Flat/TPO,Masonry,3533
POL00936,CUS00936,2022-04-07,2025-10-03,HO3,Active,5120,10000,7500,9100,1,302000,1,28000,1,154000,1,54000,1,500000,1,1000,700 SW 1st St,Miami-Dade,FL,33130,25.76502,-80.207664,Owner Occupied,352000,65,16,Tile,Reinforced Concrete,1190
POL00937,CUS00937,2017-08-24,2025-04-18,HO3,Active,2190,10000,10000,51900,1,1038000,1,126000,1,640000,1,295000,1,300000,1,10000,310 N Orange Ave,Orange,FL,32801,28.543216,-81.372806,Owner Occupied,1212000,34,15,Flat/TPO,Concrete Block,4238
POL00938,CUS00938,2009-06-10,2025-03-26,HO3,Active,9710,1500,2500,21100,1,1057000,1,113000,1,676000,1,217000,1,500000,1,1000,3015 N Rocky Point Dr E,Hillsborough,FL,33607,27.964764,-82.501766,Secondary Residence,1056000,5,5,Concrete Tile,Frame,991
POL00939,CUS00939,2020-07-30,2023-01-06,HO6,Active,7950,2500,10000,20600,1,413000,1,44000,1,219000,1,63000,1,500000,1,5000,520 E Church St,Orange,FL,32801,28.542388,-81.368972,Owner Occupied,440000,44,31,Concrete Tile,Masonry Veneer,1275
POL00940,CUS00940,2014-11-07,2024-09-11,HO5,Active,4330,5000,7500,61800,1,1235000,1,128000,1,794000,1,345000,1,500000,1,2500,12112 Sugarloaf Key St,Hillsborough,FL,33626,28.058486,-82.624672,Owner Occupied,1215000,15,10,Tile,Masonry,1028
POL00941,CUS00941,2020-03-04,2023-05-23,HO6,Active,5610,2000,2500,26100,1,870000,1,120000,1,509000,1,186000,1,300000,1,1000,1000 NW 7th St,Miami-Dade,FL,33136,25.78563,-80.201058,Owner Occupied,1019000,43,1,Asphalt Shingle,Masonry,1969
POL00942,CUS00942,2019-01-16,2023-04-25,HO3,Active,6140,1000,1000,24900,1,1243000,1,185000,1,623000,1,217000,1,300000,1,2500,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,Owner Occupied,1380000,60,19,Tile,Masonry Veneer,2667
POL00943,CUS00943,2017-09-07,2023-02-19,HO6,Active,2980,7500,10000,15000,1,751000,1,80000,1,381000,1,140000,1,100000,1,10000,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,Owner Occupied,1031000,12,5,Metal,Frame,1214
POL00944,CUS00944,2019-11-11,2023-11-02,HO3,Active,8910,10000,2500,50100,1,1002000,1,146000,1,552000,1,157000,1,300000,1,5000,9567 Sunbelt St,Hillsborough,FL,33635,28.022792,-82.61563,Owner Occupied,1180000,15,15,Tile,Masonry Veneer,1733
POL00945,CUS00945,2014-01-10,2024-05-01,HO5,Active,4030,1500,7500,4700,1,236000,1,32000,1,135000,1,37000,1,100000,1,2500,9931 W Flagler St,Miami-Dade,FL,33174,25.75642,-80.352414,Owner Occupied,252000,19,7,Asphalt Shingle,Concrete Block,1455
POL00946,CUS00946,2014-02-06,2025-05-12,HO6,Active,6690,1000,1000,12600,1,631000,1,64000,1,406000,1,117000,1,500000,1,10000,2633 Azalea Garden Pl,Hillsborough,FL,33619,27.938868,-82.369974,Owner Occupied,706000,3,3,Concrete Tile,Frame,4184
POL00947,CUS00947,2024-01-13,2025-11-27,HO5,Active,5020,2500,7500,16400,1,822000,1,97000,1,483000,1,124000,1,100000,1,2500,6600 NW 7th St,Miami-Dade,FL,33126,25.778214,-80.295246,Owner Occupied,1014000,44,2,Metal,Masonry,898
POL00948,CUS00948,2017-10-26,2024-03-01,HO5,Active,3580,7500,10000,5900,1,295000,1,35000,1,192000,1,83000,1,100000,1,2500,645 NW 1st St,Miami-Dade,FL,33128,25.768528,-80.198928,Owner Occupied,329000,75,23,Metal,Masonry,1238
POL00949,CUS00949,2018-01-21,2024-02-02,HO3,Active,8440,7500,7500,23700,1,790000,1,90000,1,478000,1,169000,1,500000,1,1000,2650 Dade Ave,Orange,FL,32804,28.583628,-81.389606,Owner Occupied,1041000,61,12,Asphalt Shingle,Concrete Block,4019
POL00950,CUS00950,2021-05-18,2026-01-24,HO3,Active,8040,7500,5000,8100,1,404000,1,53000,1,267000,1,97000,1,500000,1,5000,101 Lake Ave,Orange,FL,32801,28.539466,-81.369524,Owner Occupied,476000,48,32,Asphalt Shingle,Masonry,4144
POL00951,CUS00951,2009-08-09,2025-06-18,HO5,Active,2800,5000,5000,29200,1,584000,1,68000,1,401000,1,136000,1,500000,1,5000,30 SW 1st St,Miami-Dade,FL,33130,25.765842,-80.208492,Owner Occupied,624000,33,24,Asphalt Shingle,Masonry Veneer,2788
POL00952,CUS00952,2018-08-16,2024-05-20,HO5,Active,9050,7500,2500,24500,1,816000,1,87000,1,520000,1,127000,1,100000,1,5000,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,Owner Occupied,916000,48,8,Concrete Tile,Masonry Veneer,2007
POL00953,CUS00953,2016-05-30,2026-01-28,HO5,Active,4560,5000,5000,12300,1,617000,1,82000,1,366000,1,159000,1,300000,1,1000,2901 NE 1st Ave,Miami-Dade,FL,33137,25.802168,-80.187402,Secondary Residence,643000,5,5,Asphalt Shingle,Concrete Block,3843
POL00954,CUS00954,2024-06-29,2025-09-09,HO3,Active,8960,2000,2500,17800,1,891000,1,100000,1,427000,1,225000,1,100000,1,10000,101 Lake Ave,Orange,FL,32801,28.539466,-81.369524,Owner Occupied,1066000,51,16,Metal,Concrete Block,2944
POL00955,CUS00955,2011-07-29,2023-12-09,HO3,Active,9030,1500,7500,26600,1,886000,1,105000,1,462000,1,212000,1,300000,1,10000,5009 Park Central Dr,Orange,FL,32839,28.48606,-81.403886,Owner Occupied,1019000,35,2,Concrete Tile,Reinforced Concrete,1287
POL00956,CUS00956,2010-04-08,2026-01-20,HO3,Active,8850,5000,10000,23800,1,476000,1,40000,1,251000,1,132000,1,100000,1,1000,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,Secondary Residence,471000,35,23,Asphalt Shingle,Reinforced Concrete,2599
POL00957,CUS00957,2020-10-02,2022-12-11,HO5,Active,2790,10000,5000,41200,1,1374000,1,155000,1,768000,1,391000,1,300000,1,10000,9567 Sunbelt St,Hillsborough,FL,33635,28.022792,-82.61563,Owner Occupied,1385000,74,21,Concrete Tile,Concrete Block,2609
POL00958,CUS00958,2012-07-30,2024-07-05,HO3,Active,7570,1000,10000,24400,1,813000,1,101000,1,461000,1,234000,1,300000,1,5000,9200 Randal Park Blvd,Orange,FL,32832,28.412212,-81.243592,Secondary Residence,1121000,5,5,Flat/TPO,Masonry Veneer,2050
POL00959,CUS00959,2012-06-24,2023-06-13,HO3,Active,8330,10000,7500,25600,1,852000,1,84000,1,486000,1,215000,1,500000,1,10000,2900 Biscayne Blvd,Miami-Dade,FL,33137,25.80518,-80.188488,Owner Occupied,1010000,52,26,Concrete Tile,Masonry,3809
POL00960,CUS00960,2015-03-16,2023-09-30,HO3,Active,8370,7500,7500,28300,1,943000,1,96000,1,651000,1,175000,1,500000,1,1000,230 NE 4th St,Miami-Dade,FL,33132,25.781976,-80.192572,Owner Occupied,1053000,14,5,Asphalt Shingle,Masonry Veneer,1716
POL00961,CUS00961,2020-06-25,2023-06-26,HO3,Active,4270,7500,10000,18700,1,623000,1,72000,1,427000,1,158000,1,100000,1,10000,310 N Orange Ave,Orange,FL,32801,28.543216,-81.372806,Owner Occupied,627000,43,11,Flat/TPO,Frame,3649
POL00962,CUS00962,2008-09-05,2023-02-27,HO3,Active,7380,1000,1000,16400,1,818000,1,121000,1,500000,1,161000,1,500000,1,5000,6904 Ralston Pl Dr,Hillsborough,FL,33614,28.00581,-82.507956,Owner Occupied,1072000,43,19,Concrete Tile,Masonry,3587
POL00963,CUS00963,2008-10-03,2025-03-31,HO3,Active,6170,10000,2500,46600,1,931000,1,100000,1,585000,1,222000,1,300000,1,2500,9567 Sunbelt St,Hillsborough,FL,33635,28.022792,-82.61563,Secondary Residence,1045000,57,26,Metal,Frame,3164
POL00964,CUS00964,2009-11-09,2024-11-30,HO5,Active,6320,2000,2000,13300,1,442000,1,61000,1,255000,1,84000,1,300000,1,1000,218 NW 8th St,Miami-Dade,FL,33136,25.785132,-80.210772,Owner Occupied,522000,14,14,Metal,Concrete Block,2053
POL00965,CUS00965,2021-10-13,2023-04-03,HO3,Active,5960,2500,7500,21200,1,423000,1,61000,1,246000,1,74000,1,100000,1,1000,2900 Biscayne Blvd,Miami-Dade,FL,33137,25.80518,-80.188488,Owner Occupied,565000,29,15,Tile,Frame,1259
POL00966,CUS00966,2018-12-01,2025-04-11,HO6,Active,4420,2000,10000,4800,1,239000,1,29000,1,156000,1,61000,1,500000,1,5000,510 N Rome Ave,Hillsborough,FL,33606,27.930384,-82.488052,Owner Occupied,284000,33,26,Flat/TPO,Masonry Veneer,2601
POL00967,CUS00967,2011-09-20,2024-06-13,HO3,Active,2490,1000,10000,60800,1,1216000,1,174000,1,773000,1,227000,1,500000,1,2500,8733 Rooks Park Cir,Hillsborough,FL,33619,27.936594,-82.36584,Owner Occupied,1269000,63,4,Concrete Tile,Masonry,2289
POL00968,CUS00968,2020-01-16,2025-08-02,HO5,Active,5370,7500,5000,12500,1,624000,1,53000,1,295000,1,115000,1,300000,1,1000,3000 NE 2nd Ave,Miami-Dade,FL,33137,25.808936,-80.195094,Owner Occupied,636000,14,14,Metal,Reinforced Concrete,2376
POL00969,CUS00969,2018-10-10,2026-01-03,HO5,Active,6050,1500,10000,25500,1,1277000,1,155000,1,690000,1,261000,1,100000,1,2500,510 N Rome Ave,Hillsborough,FL,33606,27.930384,-82.488052,Owner Occupied,1317000,56,21,Metal,Frame,2610
POL00970,CUS00970,2021-06-09,2024-11-25,HO3,Active,4910,1000,1000,33800,1,677000,1,62000,1,332000,1,179000,1,300000,1,10000,2050 Jake St,Orange,FL,32814,28.560782,-81.32269,Secondary Residence,851000,72,2,Concrete Tile,Frame,1091
POL00971,CUS00971,2019-07-03,2023-03-16,HO3,Active,6070,5000,2500,33800,1,1127000,1,125000,1,731000,1,210000,1,300000,1,5000,3015 N Rocky Point Dr E,Hillsborough,FL,33607,27.964764,-82.501766,Owner Occupied,1439000,13,8,Flat/TPO,Frame,4254
POL00972,CUS00972,2009-02-09,2025-09-14,HO3,Active,2090,1500,5000,32100,1,1071000,0,0,1,503000,1,206000,1,300000,1,2500,410 N Orange Ave,Orange,FL,32801,28.538032,-81.373544,Secondary Residence,1196000,72,32,Concrete Tile,Reinforced Concrete,4270
POL00973,CUS00973,2020-11-09,2025-04-12,HO6,Active,7040,1500,5000,23600,1,785000,1,93000,1,365000,1,153000,1,300000,1,1000,12112 Sugarloaf Key St,Hillsborough,FL,33626,28.058486,-82.624672,Secondary Residence,903000,40,2,Flat/TPO,Masonry,3183
POL00974,CUS00974,2009-03-23,2024-04-03,HO3,Active,7760,5000,5000,8800,1,439000,1,57000,1,209000,1,121000,1,300000,1,2500,4301 Urbana Dr,Orange,FL,32837,28.394856,-81.424922,Owner Occupied,452000,42,14,Flat/TPO,Masonry Veneer,1013
POL00975,CUS00975,2015-05-16,2024-07-14,HO3,Active,4990,10000,10000,25200,1,840000,1,79000,1,528000,1,156000,1,100000,1,5000,921 N Central Ave,Hillsborough,FL,33602,27.95189,-82.4639,Owner Occupied,998000,32,16,Concrete Tile,Concrete Block,4041
POL00976,CUS00976,2015-04-18,2026-06-10,HO5,Active,9160,2500,7500,18000,1,902000,1,94000,1,621000,1,267000,1,300000,1,5000,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,Owner Occupied,990000,67,24,Flat/TPO,Masonry Veneer,2872
POL00977,CUS00977,2021-01-15,2024-06-01,HO3,Active,3970,1000,2500,26700,1,534000,1,80000,1,367000,1,152000,1,300000,1,1000,2650 Dade Ave,Orange,FL,32804,28.583628,-81.389606,Owner Occupied,557000,68,10,Metal,Reinforced Concrete,4133
POL00978,CUS00978,2017-12-24,2025-06-26,HO6,Active,5510,1500,2500,14300,1,716000,1,70000,1,381000,1,118000,1,300000,1,1000,2633 Azalea Garden Pl,Hillsborough,FL,33619,27.938868,-82.369974,Secondary Residence,915000,35,11,Concrete Tile,Masonry,2059
POL00979,CUS00979,2020-11-13,2024-02-15,DP3,Active,5970,1000,2500,27200,1,544000,1,81000,1,345000,1,109000,0,0,1,10000,8733 Rooks Park Cir,Hillsborough,FL,33619,27.936594,-82.36584,Owner Occupied,546000,18,18,Metal,Concrete Block,2162
POL00980,CUS00980,2018-03-10,2025-06-08,HO6,Active,3490,7500,7500,19000,1,949000,1,99000,1,564000,1,263000,1,500000,1,2500,3000 NE 2nd Ave,Miami-Dade,FL,33137,25.808936,-80.195094,Owner Occupied,1227000,51,4,Flat/TPO,Masonry Veneer,1535
POL00981,CUS00981,2019-04-27,2022-12-03,HO6,Active,6050,1000,7500,32400,1,1080000,1,122000,1,642000,1,307000,1,100000,1,1000,4301 Urbana Dr,Orange,FL,32837,28.394856,-81.424922,Owner Occupied,1340000,14,14,Flat/TPO,Concrete Block,2163
POL00982,CUS00982,2016-06-09,2023-01-08,HO3,Active,9420,2000,2000,30800,1,616000,1,88000,1,373000,1,152000,1,500000,1,5000,733 Main Ln,Orange,FL,32801,28.546738,-81.375962,Owner Occupied,709000,39,28,Concrete Tile,Concrete Block,2008
POL00983,CUS00983,2022-03-15,2024-07-22,HO6,Active,2020,1500,2500,29200,1,584000,1,50000,1,370000,1,102000,1,100000,1,5000,1115 E Twiggs St,Hillsborough,FL,33602,27.951524,-82.459604,Owner Occupied,790000,75,25,Tile,Frame,1822
POL00984,CUS00984,2011-05-10,2024-12-10,HO3,Active,5990,5000,7500,68100,1,1362000,1,109000,1,853000,1,361000,1,100000,1,2500,110 Zora Pl,Orange,FL,32810,28.615406,-81.425066,Tenant Occupied,1414000,27,21,Asphalt Shingle,Reinforced Concrete,1237
POL00985,CUS00985,2021-08-17,2025-08-01,HO5,Active,9480,2000,2500,39000,1,780000,1,86000,1,376000,1,215000,1,300000,1,2500,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,Secondary Residence,926000,55,19,Asphalt Shingle,Reinforced Concrete,2270
POL00986,CUS00986,2019-06-07,2022-11-14,HO5,Active,3340,10000,5000,70400,1,1409000,1,190000,1,665000,1,214000,1,300000,1,1000,5009 Park Central Dr,Orange,FL,32839,28.48606,-81.403886,Owner Occupied,1372000,30,24,Asphalt Shingle,Concrete Block,1099
POL00987,CUS00987,2011-01-02,2023-03-23,HO3,Active,8450,2500,2500,4000,1,200000,1,19000,1,100000,1,46000,1,100000,1,5000,510 N Rome Ave,Hillsborough,FL,33606,27.930384,-82.488052,Owner Occupied,274000,59,4,Flat/TPO,Masonry Veneer,3826
POL00988,CUS00988,2016-09-10,2026-07-15,HO3,Active,4870,1000,5000,12600,1,628000,1,63000,1,415000,1,159000,1,100000,1,5000,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,Owner Occupied,725000,45,6,Concrete Tile,Reinforced Concrete,2955
